Finalize,Verify,Follow-Up,Trapped Date,Is Import,Facility,Trap,Trap Is Offsite,Trapping Session Name,Target Species,Target Run,Trapping Session Comments,Fish ID,Count,Species,Run,Sex,Origin,Origin Expression,Origin Description,Origin Start Date,Origin End Date,Origin Creator,Origin Creation Date,Living Status,Length,Age Designation,Age Calculated,Age Criteria Start Length,Age Criteria End Length,Age Criteria Start Date,Age Criteria End Date,Moved To Facility,Moved To,Moved To Location Type,Moved To Is Offsite,Offsite Owner Facility,Offsite Location Latitude,Offsite Location Longitude,Offsite Location Description,Disposition,Release Site,Release Site Latitude,Release Site Longitude,Purpose,Existing Marks,Existing Marks Quantity,Applied Marks,Applied Marks Quantity,Existing Tags,Applied Tags,Existing CWT,Existing CWT Value,Applied CWT,Applied CWT Value,Existing PIT,Applied PIT,Samples,Conditions,Recap,Injected,Weight,Notes,Group Notes,Import Custom
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,610,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,955,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,SCALE 291,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,611,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,747,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,612,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,915,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,613,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,817,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,614,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,906,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,SCALE 292,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,615,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,616,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,680,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,617,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,900,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,618,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,702,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,619,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,665,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,620,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,777,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,CFD,FALSE,FALSE,NA,Tail wound,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,621,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,622,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,775,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,HI,FALSE,FALSE,NA,Head burn,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,623,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,860,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,SCALE 293,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,624,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,862,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,CFD,FALSE,FALSE,NA,Tail wound,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,625,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,945,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,626,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,894,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,627,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,647,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/25/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/25/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,628,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,673,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,Present,NA,NA,NA,3DD.0077675DCF,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,629,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,940,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,630,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,718,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,631,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,770,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,632,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,633,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,835,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,3DD.0077548B98,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,634,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,750,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,635,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,770,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,HI,FALSE,FALSE,NA,Head burn,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,636,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,637,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,775,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,SCALE 296,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,638,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,797,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,639,1,Chinook,Summer,Male,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,730,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,640,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,897,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,LGH Imnaha Broodstock Holding,Holding,FALSE,NA,NA,NA,NA,Ponded,NA,NA,NA,Brood Stock,AD,1,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,641,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,745,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,642,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,907,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,SCALE 295,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,643,1,Chinook,Summer,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Lick Creek,Release Site,FALSE,NA,NA,NA,NA,Released,Lick Creek,45.1800003051758,-117.019996643066,Natural Spawning,AD,1,LOP,1,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,644,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,609,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,3DD.00777AFED7,NA,SNOUT 17R1202,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,645,1,Chinook,Summer,Female,Natural,Existing Unclipped [Mark UNC]  and Existing Coded Wire Tag-Not Present [Tag CWT-NP],Natural,NA,NA,Default,5/17/2017,Alive,710,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Not Present,NA,NA,NA,3D9.1C2D495BA7,NA,SCALE 294,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,7/26/2017,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 07/26/2017 Imnaha River Weir 8:00 AM PST,Chinook,Summer,NA,646,1,Chinook,Summer,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,502,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 17R1203,NA,FALSE,FALSE,NA,NA,NA,NA
